,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2215,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
2216,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
2217,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
2218,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
2219,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
2220,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
2221,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
2222,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
2223,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
2224,ዴንጊ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም
2225,ዴንጊ,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም
2226,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም
2227,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ድካም
2228,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
2229,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
2230,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2231,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2232,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2233,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2234,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2235,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2236,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2237,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2238,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2239,ታይፎይድ,ብርድ ብርድ ማለት,ድካም,ከፍተኛ_ትኩሳት,ራስ ምታት
2240,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2241,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2242,ሄፓታይተስ ኤ,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት,ማቅለሽለሽ
2243,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ቢጫ_ቆዳ,ጨለማ_ሽንት,ማቅለሽለሽ
2244,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ጨለማ_ሽንት,ማቅለሽለሽ
2245,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2246,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2247,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2248,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2249,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2250,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
2251,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
2252,ሄፓታይተስ ቢ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ,ጨለማ_ሽንት
2253,ሄፓታይተስ ቢ,እከክ,ግድየለሽነት,ቢጫ_ቆዳ,ጨለማ_ሽንት
2254,ሄፓታይተስ ቢ,እከክ,ድካም,ቢጫ_ቆዳ,ጨለማ_ሽንት
2255,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ጨለማ_ሽንት
2256,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
2257,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
2258,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
2259,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
2260,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2261,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2262,ሄፓታይተስ ሲ,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት,የዓይን_ቢጫ_መቅላት
2263,ሄፓታይተስ ሲ,ድካም,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት,የዓይን_ቢጫ_መቅላት
2264,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,የምግብ ፍላጎት_ማጣት,የዓይን_ቢጫ_መቅላት
2265,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የዓይን_ቢጫ_መቅላት
2266,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2267,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2268,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2269,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2270,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2271,ሄፓታይተስ ዲ,ማስታወክ,ድካም,ቢጫ_ቆዳ,ጨለማ_ሽንት
2272,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ድካም,ቢጫ_ቆዳ,ጨለማ_ሽንት
2273,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
2274,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ጨለማ_ሽንት
2275,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2276,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2277,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2278,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2279,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2280,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2281,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2282,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2283,ሄፓታይተስ ኢ,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት,ቢጫ_ቆዳ
2284,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ድካም,ከፍተኛ_ትኩሳት,ቢጫ_ቆዳ
2285,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ከፍተኛ_ትኩሳት,ቢጫ_ቆዳ
2286,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
2287,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2288,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2289,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2290,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
2291,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
2292,የአልኮል ሄፓታይተስ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት,የሆድ_መረበሽ
2293,የአልኮል ሄፓታይተስ,ማስታወክ,የሆድ_ህመም,የሆድ_እብጠት,የሆድ_መረበሽ
2294,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_እብጠት,የሆድ_መረበሽ
2295,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_መረበሽ
2296,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
2297,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
2298,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
2299,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
2300,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
2301,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
2302,የሳንባ ነቀርሳ በሽታ,ማስታወክ,ድካም,ክብደት_መቀነስ,ሳል
2303,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ድካም,ክብደት_መቀነስ,ሳል
2304,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ክብደት_መቀነስ,ሳል
2305,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ሳል
2306,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
2307,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
2308,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
2309,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
2310,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
2311,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
2312,የጋራ ቅዝቃዜ,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2313,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ድካም,ሳል,ከፍተኛ_ትኩሳት
2314,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ሳል,ከፍተኛ_ትኩሳት
2315,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ከፍተኛ_ትኩሳት
2316,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
2317,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
2318,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
2319,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
2320,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2321,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2322,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2323,የሳንባ ምች,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2324,የሳንባ ምች,ብርድ ብርድ ማለት,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2325,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2326,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ትንፋሽ ማጣት
2327,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2328,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2329,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
2330,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
2331,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
2332,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
2333,ዲሞርፊክ ሄሞሮይድስ (ክምር),በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ,በፊንጢጣ ውስጥ መበሳጨት
2334,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,pain_in_anal_region,ደም የተሞላ_ሰገራ,በፊንጢጣ ውስጥ መበሳጨት
2335,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,ደም የተሞላ_ሰገራ,በፊንጢጣ ውስጥ መበሳጨት
2336,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,በፊንጢጣ ውስጥ መበሳጨት
2337,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
2338,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
2339,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
2340,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
2341,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
2342,የልብ ድካም,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም,
2343,የልብ ድካም,ማስታወክ,ማላብ,የደረት_ህመም,
2344,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,የደረት_ህመም,
2345,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,
2346,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
2347,የልብ ድካም,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም,
2348,የልብ ድካም,ማስታወክ,ማላብ,የደረት_ህመም,
2349,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,የደረት_ህመም,
2350,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
2351,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
2352,የ varicose ደም መላሽ ቧንቧዎች,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት,እብጠት_እግር
2353,የ varicose ደም መላሽ ቧንቧዎች,ድካም,መሰባበር,ከመጠን ያለፈ ውፍረት,እብጠት_እግር
2354,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,ከመጠን ያለፈ ውፍረት,እብጠት_እግር
2355,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,እብጠት_እግር
2356,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
2357,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
2358,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
2359,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
2360,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
2361,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
2362,ሃይፖታይሮዲዝም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ,ግድየለሽነት
2363,ሃይፖታይሮዲዝም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ,ግድየለሽነት
2364,ሃይፖታይሮዲዝም,ድካም,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ,ግድየለሽነት
2365,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,የስሜት_መለዋወጥ,ግድየለሽነት
2366,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,ግድየለሽነት
2367,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
2368,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
2369,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
2370,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
2371,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
2372,ሃይፐርታይሮዲዝም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት,ማላብ
2373,ሃይፐርታይሮዲዝም,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ማላብ
2374,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,እረፍት ማጣት,ማላብ
2375,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,ማላብ
2376,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
2377,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
2378,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
2379,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
2380,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
2381,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
2382,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
2383,ሃይፖግላይሴሚያ,ድካም,ጭንቀት,ማላብ,ራስ ምታት
2384,ሃይፖግላይሴሚያ,ማስታወክ,ጭንቀት,ማላብ,ራስ ምታት
2385,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ማላብ,ራስ ምታት
2386,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ራስ ምታት
2387,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
2388,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
2389,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
2390,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
2391,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
2392,የአርትሮሲስ በሽታ,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
2393,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
2394,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,hip_የመገጣጠሚያ_ህመም,እብጠት_መገጣጠሚያዎች
